name,bus0,bus1,c_nfkm,,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
630,409,261,0.0274,3,50,3945265,0.52,30.516,30516,0.5,,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.0454349679866 48.9029620137561)",0.5
631,216,261,0.0274,3,50,3945266,0.52,12.774,12774,0.5,,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,9.0454349679866 48.9029620137561)",0.5
632,384_220kV,350,0.0115,3,50,3946835,1.3,39.322,39322,1,,,0.08,237,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.3269526751765 49.393473117636)",0.32
633,27,414,0.0115,3,50,3947498,1.3,4.544,4544,1,,Götzdorf - Stade,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.48789502699389 53.6365577623199)",0.32
634,30_220kV,27,0.00575,6,50,3947499,0.65,11.53,11530,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.52960512906833 53.6189906941937)",0.16
635,27,415,0.0115,3,50,3947500,1.3,7.031,7031,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.49151079250535 53.6580982806881)",0.32
636,415,414,0.0115,3,50,3947501,1.3,3.107,3107,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.49151079250535 53.6580982806881,9.48789502699389 53.6365577623199)",0.32
637,405,362,0.0274,3,50,3948321,0.52,23.657,23657,0.5,,Asphard - Laufenburg,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,8.04936352422006 47.550881853478)",0.5
638,416,362,0.0274,3,50,3948325,0.52,48.408,48408,0.5,,Sierentz (FR) - Laufenburg (CH),0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.47226685748746 47.6466103447741,8.04936352422006 47.550881853478)",0.5
639,328,417,0.0115,3,50,3948357,1.3,36.61,36610,1,,,0.08,235,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",0.32
640,328,417,0.0115,3,50,3948358,1.3,36.533,36533,1,,,0.08,236,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",0.32
641,418,417,0.0115,3,50,3948359,1.3,24.409,24409,1,,,0.08,237,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",0.32
642,418,417,0.0115,3,50,3948360,1.3,24.482,24482,1,,,0.08,238,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",0.32
643,6,299,5.75,3,50,3952096,0.65,14.726,14726,0.5,,,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.91814864613865 52.3799963125719,10.0876467999739 52.3151305547947)",0.64
646,264_220kV,403_220kV,0.0115,3,50,3983637,1.3,112.46,112460,1,,Herbertingen - Tiengen,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",0.32
647,264,403,0.0274,3,50,3983638,0.52,113.534,113534,0.5,,Herbertingen - Tiengen,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",0.5
648,24_220kV,272_220kV,5.75,3,50,3983706,0.65,63.31,63310,0.5,,,0.16,206,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",0.64
649,224,229,0.00575,6,50,3989160,0.65,12.509,12509,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.50180851652818 49.4449115114399)",0.16
650,421_220kV,56_220kV,0.0115,3,50,3989162,1.3,37.257,37257,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,8.62320967451897 49.3565822492832)",0.32
651,421,309,0.0274,3,50,3989163,0.52,45.271,45271,0.5,,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,9.44691867105201 49.5902629324336)",0.5
652,422,56_220kV,23,6,50,4013370,2.6,3.193,3193,2,,HD-Neurott - HD-Süd,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.66378315807233 49.3600873718872,8.62320967451897 49.3565822492832)",0.16
653,286,303_220kV,23,6,50,4013372,2.6,46.045,46045,2,,Würgassen - Sandershausen,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.56710201161841 51.3252573276817,9.38765125748855 51.640733525594)",0.16
654,231_220kV,423,0.0115,3,50,4013373,1.3,4.032,4032,1,,Leitung 1 von Säckingen nach Kühlmoos,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",0.32
655,424,52_220kV,0.00575,6,50,4013374,0.65,2.842,2842,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.34912612288763 49.0130521177978,8.3133401659254 49.0090434643525)",0.16
656,220,157,13.7,3,50,4430965,2.6,26.567,26567,1,,,0.025,4375,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.364229530696 51.9271204904611)",0.25
657,297,425,0.00575,6,50,4441425,0.65,3.637,3637,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.4203895577612 52.1652004276784)",0.16
658,297,426,0.00575,6,50,4441426,0.65,2.421,2421,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.3884721771883 52.1513649329361)",0.16
659,279_220kV,344,11.5,3,50,4713421,1.3,18.21,18210,1,50hertz,,0.08,225,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)",0.32
660,201_220kV,62,5.75,3,50,4741567,0.65,38.821,38821,0.5,,,0.16,2144,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,8.82002487241632 53.1073882918815)",0.64
661,279_220kV,323,0.0115,3,50,4815174,1.3,30.264,30264,1,50Hertz,Röhrsdorf - Crossen,0.08,211,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)",0.32
662,52,53,13.7,3,50,4819879,2.6,120.885,120885,1,,Eichstetten - Daxlanden,0.025,7510,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)",0.25
663,256,371,11.5,3,50,4819954,1.3,0.484,484,1,amprion,Diefflen - Obergraben,0.08,2460,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",0.32
664,256,372,11.5,3,50,4819990,1.3,1.11,1110,1,amprion,Diefflen - Saarwellingen,0.08,2451,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",0.32
665,52,427,13.7,3,50,4858100,2.6,0.802,802,1,,,0.025,7564,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.30626265141083 49.0128258362562)",0.25
666,279,65,10.275,3,50,5134203,1.95,81.703,81703,0.75,,,0.033333,446,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)",0.333333
667,60,160,3.425,3,50,5152505,0.65,0.207,207,0.25,,,0.1,,427.8165495,Al/St 240/40 4-bundle 380.0,380000,1,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",1
668,60,160,3.425,3,50,5152506,0.65,0.177,177,0.25,,,0.1,,427.8165495,Al/St 240/40 4-bundle 380.0,380000,1,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",1
669,159_220kV,161,0.0115,3,50,5152510,1.3,0.143,143,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",0.32
670,159_220kV,161,0.0115,3,50,5152511,1.3,0.113,113,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",0.32
671,269,284,13.7,3,50,5152665,2.6,37.921,37921,1,,Gießen-Nord - Dillenburg,0.025,3015/3005,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,8.65659923594081 50.6055491256016)",0.25
672,16,49,13.7,3,50,5207092,2.6,26.178,26178,1,,,0.025,3024,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",0.25
673,24_220kV,272_220kV,5.75,3,50,5207200,0.65,63.307,63307,0.5,TenneT,,0.16,206,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",0.64
674,13_220kV,14,11.5,3,50,5247406,1.3,39.297,39297,1,TenneT TSO GmbH,Oba-Nfi II,0.08,264,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8132328973194 48.2212664654998)",0.32
675,8,21,0.0274,3,50,5247533,0.52,28.584,28584,0.5,50Hertz,991;992 II,0.05,991;992,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)",0.5
676,52,367,10.275,3,50,5247596,1.95,33.164,33164,0.75,,Daxladen-Phillippsburg II,0.033333,7520,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.4413154852023 49.2514026469585)",0.333333
677,13,64,13.7,3,50,5247617,2.6,17.116,17116,1,Stadtwerke München,Oberbachern - Menzing II,0.025,439;440,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)",0.25
678,231_220kV,423,0.0115,3,50,5268323,1.3,4.03,4030,1,,Leitung 2 von Säckingen nach Kühlmoos,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",0.32
679,231_220kV,423,0.0115,3,50,5268327,1.3,3.999,3999,1,,Leitung 3 von Säckingen nach Kühlmoos,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",0.32
680,231_220kV,423,0.0115,3,50,5268331,1.3,4.002,4002,1,,Leitung 4 von Säckingen nach Kühlmoos,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",0.32
681,28,27,0.0115,3,50,5379925,1.3,23.787,23787,1,,AKW Stade - UW Kummerfeld,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.52960512906833 53.6189906941937)",0.32
682,30,201,6.85,3,50,5497488,1.3,52.722,52722,0.5,TenneT,3100 schwarz,0.05,3100,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",0.5
683,30,201,6.85,3,50,5497490,1.3,52.725,52725,0.5,TenneT,3100 grün,0.05,3100,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",0.5
684,313,32,10.275,3,50,5507286,1.95,104.48,104480,0.75,50Hertz Transmission,Pulgar - Vieselbach,0.033333,590,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)",0.333333
685,428,81,0.0274,3,50,5581798,0.52,7.324,7324,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
686,428,81,0.0274,3,50,5581799,0.52,6.772,6772,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
687,428,81,0.0274,3,50,5581800,0.52,6.721,6721,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
688,428,81,0.0274,3,50,5581801,0.52,6.792,6792,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
689,428,81,0.0274,3,50,5581802,0.52,6.72,6720,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
690,428,81,0.0274,3,50,5581803,0.52,7.324,7324,0.5,50Hertz,,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",0.5
691,119,431,13.7,3,50,69607,2.6,20.673,20673,1,Amprion,Kirchberg Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.2140153990158 50.9438998573728)",0.25
692,429,431,13.7,3,50,69607,2.6,3.765,3765,1,Amprion,Kirchberg Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.21619297137216 50.9123617956925,6.2140153990158 50.9438998573728)",0.25
693,430,431,13.7,3,50,69607,2.6,34.211,34211,1,Amprion,Kirchberg Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(5.91852734477995 51.1484263858426,6.2140153990158 50.9438998573728)",0.25
694,432,434,11.5,3,50,110486,1.3,42.194,42194,1,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.9662583424068 47.2695304688802,11.2869438320852 47.4928624569052)",0.32
695,433,434,11.5,3,50,110486,1.3,0.806,806,1,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.2777210418419 47.4958726669837,11.2869438320852 47.4928624569052)",0.32
696,19,434,11.5,3,50,110486,1.3,71.413,71413,1,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.2939727001158 48.0520427719624,11.2869438320852 47.4928624569052)",0.32
697,45,435,11.5,3,50,241441,1.3,38.755,38755,1,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.5053368398164 52.4747788520482)",0.32
698,44,435,11.5,3,50,241441,1.3,0.08,80,1,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5053368398164 52.4747788520482)",0.32
699,46_220kV,435,11.5,3,50,241441,1.3,9.094,9094,1,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.5053368398164 52.4747788520482)",0.32
700,231,437,13.7,3,50,282239,2.6,67.448,67448,1,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.53055554991256 47.9148481845625)",0.25
701,190,437,13.7,3,50,282239,2.6,55.454,55454,1,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.87294280487974 48.3100912582216,8.53055554991256 47.9148481845625)",0.25
702,436,437,13.7,3,50,282239,2.6,16.231,16231,1,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.46542980021065 48.0435236210637,8.53055554991256 47.9148481845625)",0.25
703,288,439,23,3,50,339244,2.6,47.453,47453,2,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(7.91072928612534 48.5012882982432,8.24975045659741 48.8491773731136)",0.16
704,438,439,23,3,50,339244,2.6,0.304,304,2,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.24872901623214 48.8463165189067,8.24975045659741 48.8491773731136)",0.16
705,52_220kV,439,23,3,50,339244,2.6,19.936,19936,2,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.24975045659741 48.8491773731136)",0.16
706,23,440,5.75,3,50,908964,0.65,39.532,39532,0.5,TenneT,202,0.16,202,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.45967747872262 53.8646574512707)",0.64
707,402,440,5.75,3,50,908964,0.65,12.335,12335,0.5,TenneT,202,0.16,202,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.44963652666114 53.967286497351,9.45967747872262 53.8646574512707)",0.64
708,26_220kV,440,5.75,3,50,908964,0.65,9.587,9587,0.5,TenneT,202,0.16,202,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.34400177215961 53.8517774635399,9.45967747872262 53.8646574512707)",0.64
709,32,442,13.7,3,50,918569,2.6,25.884,25884,1,50Hertz,415,0.025,415,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,11.4299065773025 50.9114464610955)",0.25
710,441,442,13.7,3,50,918569,2.6,3.832,3832,1,50Hertz,415,0.025,415,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.4703941249156 50.9303902294723,11.4299065773025 50.9114464610955)",0.25
711,78,442,13.7,3,50,918569,2.6,51.85,51850,1,50Hertz,415,0.025,415,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.4299065773025 50.9114464610955)",0.25
712,86,444,13.7,3,50,962119,2.6,84.868,84868,1,Amprion;TenneT,Emsland West,0.025,305,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.25501773539194 53.0267136928067)",0.25
713,443,444,13.7,3,50,962119,2.6,0.06,60,1,Amprion;TenneT,Emsland West,0.025,305,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25501773539194 53.0267136928067)",0.25
714,221,444,13.7,3,50,962119,2.6,13.17,13170,1,Amprion;TenneT,Emsland West,0.025,305,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,7.25501773539194 53.0267136928067)",0.25
715,207,445,5.75,3,50,962174,0.65,42.126,42126,0.5,Amprion,Amelsbüren,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.37185639416872 52.1977066547834)",0.64
716,95_220kV,445,5.75,3,50,962174,0.65,41.204,41204,0.5,Amprion,Amelsbüren,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(7.88957671235007 52.2773967624078,7.37185639416872 52.1977066547834)",0.64
717,86_220kV,445,5.75,3,50,962174,0.65,35.337,35337,0.5,Amprion,Amelsbüren,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.37185639416872 52.1977066547834)",0.64
718,181,447,11.5,3,50,1021993,1.3,61.718,61718,1,50Hertz Transmission,316,0.08,316,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(14.0336963684666 53.5078685980791,13.3984708281663 53.7933318754816)",0.32
719,446,447,11.5,3,50,1021993,1.3,0.2,200,1,50Hertz Transmission,316,0.08,316,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.399828840425 53.7944477778114,13.3984708281663 53.7933318754816)",0.32
720,42_220kV,447,11.5,3,50,1021993,1.3,89.481,89481,1,50Hertz Transmission,316,0.08,316,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,13.3984708281663 53.7933318754816)",0.32
721,135,448,13.7,3,50,1082812,2.6,28.631,28631,1,Amprion,Schwerterheide Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.42474524551043 51.4592583943398)",0.25
722,109,448,13.7,3,50,1082812,2.6,8.884,8884,1,Amprion,Schwerterheide Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.42474524551043 51.4592583943398)",0.25
723,112,448,13.7,3,50,1082812,2.6,15.771,15771,1,Amprion,Schwerterheide Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.42474524551043 51.4592583943398)",0.25
724,113,449,13.7,3,50,1082813,2.6,11.486,11486,1,Amprion,Oerkhaus West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.12336046768833 51.4473443869048)",0.25
725,132,449,13.7,3,50,1082813,2.6,39.21,39210,1,Amprion,Oerkhaus West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.00877914033175 51.1742549180397,7.12336046768833 51.4473443869048)",0.25
726,107,449,13.7,3,50,1082813,2.6,0.129,129,1,Amprion,Oerkhaus West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.1255729106725 51.4489772588145,7.12336046768833 51.4473443869048)",0.25
727,450,451,13.7,3,50,1082817,2.6,0.455,455,1,Amprion,Witten West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41658261384975 51.4607823586596)",0.25
728,112,451,13.7,3,50,1082817,2.6,16.266,16266,1,Amprion,Witten West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.41658261384975 51.4607823586596)",0.25
729,109,451,13.7,3,50,1082817,2.6,8.291,8291,1,Amprion,Witten West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.41658261384975 51.4607823586596)",0.25
730,119,453,13.7,3,50,1082945,2.6,60.217,60217,1,Amprion,Selhausen West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)",0.25
731,100,453,13.7,3,50,1082945,2.6,58.563,58563,1,Amprion,Selhausen West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)",0.25
732,452,453,13.7,3,50,1082945,2.6,0.344,344,1,Amprion,Selhausen West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)",0.25
733,124,454,13.7,3,50,1082950,2.6,0.376,376,1,Amprion,Neurath 2b,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.61240231530956 51.0359242594819,6.60879226770999 51.0346787720857)",0.25
734,125,454,13.7,3,50,1082950,2.6,35.531,35531,1,Amprion,Neurath 2b,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.60879226770999 51.0346787720857)",0.25
735,131,454,13.7,3,50,1082950,2.6,0.226,226,1,Amprion,Neurath 2b,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,6.60879226770999 51.0346787720857)",0.25
736,455,456,13.7,3,50,1082951,2.6,13.64,13640,1,Amprion,Meerbusch West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.80890624663756 51.2686075940546,6.72033167479422 51.3441235773954)",0.25
